person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,cb_person_codes,x_test_indices,y_test,y_pred
22,48000,MORTGAGE,4.0,PERSONAL,6500,6.17,0,0.14,N,2,1,5876,0,0
24,48000,OWN,4.0,EDUCATION,3000,5.79,0,0.06,N,4,1,5879,0,0
22,21300,RENT,0.0,DEBTCONSOLIDATION,6000,15.96,0,0.28,Y,3,0,5881,0,1
23,22884,RENT,8.0,EDUCATION,6000,11.49,0,0.26,N,3,1,5893,0,0
23,24000,RENT,4.0,EDUCATION,6000,5.42,0,0.25,N,4,1,5904,0,0
24,48000,MORTGAGE,3.0,VENTURE,9600,10.99,0,0.2,N,4,1,5907,0,0
26,48000,OWN,10.0,VENTURE,15000,11.12,0,0.31,N,3,1,5908,0,0
25,25000,RENT,1.0,DEBTCONSOLIDATION,6000,16.4,1,0.24,N,2,1,5920,1,1
21,25000,RENT,3.0,DEBTCONSOLIDATION,6000,10.99,0,0.24,N,4,1,5921,0,0
25,48000,OWN,7.0,EDUCATION,15000,10.25,0,0.31,N,4,1,5923,0,0
24,25200,RENT,6.0,MEDICAL,6000,7.49,0,0.24,N,2,1,5925,0,0
26,48000,MORTGAGE,10.0,VENTURE,4000,10.99,0,0.08,N,2,1,5929,0,0
23,25200,RENT,0.0,HOMEIMPROVEMENT,6000,13.23,1,0.24,Y,4,0,5931,1,1
23,25800,RENT,2.0,VENTURE,6000,10.99,0,0.23,Y,3,0,5936,0,0
26,26400,RENT,6.0,MEDICAL,6000,6.0,0,0.23,N,4,1,5940,0,0
25,27000,RENT,9.0,VENTURE,6000,11.86,0,0.22,N,3,1,5946,0,0
22,27600,RENT,2.0,DEBTCONSOLIDATION,6000,10.38,0,0.22,N,4,1,5954,0,0
25,28000,RENT,2.0,PERSONAL,6000,10.59,1,0.21,N,4,1,5959,1,0
25,28675,RENT,1.0,DEBTCONSOLIDATION,6000,8.9,0,0.21,N,3,1,5966,0,0
22,29000,RENT,5.0,VENTURE,6000,10.25,0,0.21,N,2,1,5975,0,0
24,48000,OWN,3.0,HOMEIMPROVEMENT,2800,12.53,0,0.06,Y,4,0,5977,0,0
23,48000,MORTGAGE,2.0,EDUCATION,10000,9.32,0,0.21,N,4,1,5987,0,0
24,30000,RENT,0.0,VENTURE,6000,12.42,0,0.2,N,2,1,5990,0,0
22,30000,RENT,2.0,PERSONAL,6000,12.42,0,0.2,N,4,1,5991,0,0
22,48000,OWN,4.0,PERSONAL,2400,11.46,0,0.05,N,3,1,5994,0,0
22,48156,MORTGAGE,6.0,DEBTCONSOLIDATION,3000,10.99,0,0.06,N,2,1,6013,0,0
21,31000,RENT,6.0,MEDICAL,6000,6.03,0,0.19,N,3,1,6014,0,0
25,48360,MORTGAGE,9.0,EDUCATION,6000,7.66,0,0.12,N,3,1,6016,0,0
26,31200,RENT,10.0,DEBTCONSOLIDATION,6000,15.23,0,0.19,N,3,1,6017,0,1
22,31200,RENT,4.0,EDUCATION,6000,13.22,0,0.19,N,2,1,6020,0,0
22,42500,MORTGAGE,6.0,MEDICAL,7000,15.57,1,0.16,Y,4,0,6029,1,1
23,48600,OWN,2.0,MEDICAL,5000,7.49,0,0.1,N,2,1,6034,0,0
24,48800,MORTGAGE,7.0,DEBTCONSOLIDATION,9000,7.49,0,0.18,N,2,1,6046,0,0
24,34000,RENT,0.0,PERSONAL,6000,8.9,0,0.18,N,4,1,6049,0,0
22,35000,RENT,2.0,MEDICAL,6000,7.49,0,0.17,N,2,1,6056,0,0
24,35000,RENT,0.0,VENTURE,6000,13.98,0,0.17,Y,4,0,6059,0,0
23,49000,MORTGAGE,6.0,DEBTCONSOLIDATION,9600,5.42,0,0.2,N,3,1,6065,0,0
23,49000,MORTGAGE,5.0,EDUCATION,3500,5.42,0,0.07,N,2,1,6067,0,0
24,43000,MORTGAGE,2.0,DEBTCONSOLIDATION,3000,10.99,1,0.07,N,3,1,6072,1,0
25,49000,MORTGAGE,9.0,DEBTCONSOLIDATION,7000,6.99,0,0.14,N,3,1,6075,0,0
22,49000,MORTGAGE,6.0,EDUCATION,2400,5.79,0,0.05,N,4,1,6079,0,0
25,49000,MORTGAGE,2.0,HOMEIMPROVEMENT,18225,10.0,0,0.37,N,4,1,6081,0,0
26,49000,MORTGAGE,10.0,EDUCATION,20000,10.0,0,0.41,N,2,1,6082,0,0
22,49000,MORTGAGE,6.0,VENTURE,4000,8.94,0,0.08,N,2,1,6095,0,0
21,49000,MORTGAGE,5.0,VENTURE,14000,10.99,0,0.29,N,3,1,6098,0,0
22,49000,MORTGAGE,4.0,VENTURE,7000,9.32,0,0.14,N,2,1,6100,0,0
25,49152,MORTGAGE,7.0,MEDICAL,3000,11.71,0,0.06,N,2,1,6108,0,0
25,30000,RENT,9.0,EDUCATION,6000,14.74,1,0.2,Y,4,0,6111,1,0
22,49200,MORTGAGE,6.0,VENTURE,4800,7.51,0,0.1,N,3,1,6113,0,0
26,49200,MORTGAGE,8.0,EDUCATION,4800,6.17,0,0.1,N,3,1,6119,0,0
24,37000,RENT,8.0,MEDICAL,6000,6.76,0,0.16,N,4,1,6128,0,0
22,37000,RENT,5.0,EDUCATION,6000,11.83,0,0.16,N,4,1,6129,0,0
24,37200,RENT,2.0,PERSONAL,6000,9.99,0,0.16,N,3,1,6132,0,0
22,37500,RENT,6.0,MEDICAL,6000,12.42,0,0.16,N,2,1,6133,0,0
25,49500,MORTGAGE,3.0,DEBTCONSOLIDATION,9250,13.79,0,0.19,Y,2,0,6140,0,1
22,49536,MORTGAGE,6.0,DEBTCONSOLIDATION,5200,6.62,0,0.1,N,2,1,6143,0,0
22,33000,RENT,2.0,EDUCATION,6000,10.99,1,0.18,N,4,1,6156,1,0
25,39996,RENT,9.0,VENTURE,6000,9.7,0,0.15,N,4,1,6161,0,0
22,49920,MORTGAGE,1.0,EDUCATION,10000,12.53,0,0.2,N,3,1,6166,0,0
23,40000,RENT,3.0,EDUCATION,6000,5.79,0,0.15,N,4,1,6178,0,0
25,40000,RENT,5.0,PERSONAL,6000,7.88,0,0.15,N,4,1,6179,0,0
22,40000,RENT,5.0,VENTURE,6000,7.51,0,0.15,N,4,1,6181,0,0
22,50000,MORTGAGE,6.0,EDUCATION,13000,10.65,0,0.26,N,3,1,6184,0,0
21,50000,MORTGAGE,5.0,EDUCATION,9000,13.49,0,0.18,N,4,1,6188,0,0
24,41000,RENT,3.0,EDUCATION,6000,8.9,0,0.15,N,3,1,6193,0,0
24,50000,MORTGAGE,0.0,EDUCATION,18650,9.91,0,0.37,N,3,1,6194,0,0
23,41000,RENT,3.0,MEDICAL,6000,10.99,0,0.15,N,2,1,6196,0,0
23,41124,RENT,7.0,DEBTCONSOLIDATION,6000,7.49,0,0.15,N,4,1,6199,0,0
24,44000,MORTGAGE,4.0,HOMEIMPROVEMENT,2200,8.9,1,0.05,N,4,1,6201,1,1
25,35196,RENT,2.0,MEDICAL,6000,14.54,1,0.17,N,3,1,6202,1,1
25,42000,RENT,5.0,MEDICAL,6000,12.42,0,0.14,N,2,1,6204,0,0
22,42000,RENT,6.0,DEBTCONSOLIDATION,6000,10.65,0,0.14,N,2,1,6205,0,0
23,42000,RENT,5.0,VENTURE,6000,9.99,0,0.14,N,4,1,6206,0,0
24,42000,RENT,8.0,DEBTCONSOLIDATION,6000,12.68,0,0.14,N,4,1,6211,0,0
26,42000,RENT,0.0,VENTURE,6000,11.12,0,0.14,N,4,1,6215,0,0
25,50000,OWN,2.0,HOMEIMPROVEMENT,20000,11.71,0,0.4,N,4,1,6217,0,0
23,50000,MORTGAGE,7.0,DEBTCONSOLIDATION,2000,6.62,0,0.04,N,4,1,6224,0,0
22,50000,MORTGAGE,6.0,PERSONAL,8000,6.03,0,0.16,N,3,1,6230,0,0
24,44000,RENT,1.0,MEDICAL,6000,8.0,0,0.14,N,2,1,6231,0,0
23,50000,OWN,4.0,PERSONAL,12600,11.71,0,0.25,N,4,1,6232,0,0
24,50000,OWN,5.0,VENTURE,5000,12.69,0,0.1,N,3,1,6233,0,0
25,50000,MORTGAGE,2.0,VENTURE,10000,7.9,0,0.2,N,2,1,6234,0,0
24,50000,MORTGAGE,2.0,MEDICAL,12000,6.62,0,0.24,N,4,1,6244,0,0
26,50000,OWN,10.0,VENTURE,9825,7.9,0,0.2,N,4,1,6245,0,0
22,45000,RENT,0.0,PERSONAL,6000,13.23,0,0.13,N,4,1,6253,0,0
21,45000,RENT,5.0,MEDICAL,6000,9.38,0,0.13,N,4,1,6262,0,0
26,39600,RENT,3.0,PERSONAL,6000,12.42,1,0.15,N,3,1,6266,1,0
24,50000,MORTGAGE,3.0,VENTURE,15000,8.9,0,0.3,N,2,1,6267,0,0
22,50000,OWN,6.0,EDUCATION,1000,9.91,0,0.02,N,2,1,6268,0,0
21,46200,RENT,5.0,EDUCATION,6000,10.99,0,0.13,N,4,1,6274,0,0
23,50000,MORTGAGE,2.0,VENTURE,6400,8.49,0,0.13,N,4,1,6282,0,0
23,44000,MORTGAGE,3.0,MEDICAL,5400,10.99,1,0.12,N,2,1,6293,1,1
25,48000,RENT,2.0,PERSONAL,6000,10.37,0,0.13,N,4,1,6301,0,0
25,44000,MORTGAGE,9.0,DEBTCONSOLIDATION,9800,7.49,1,0.22,N,4,1,6308,1,0
26,50000,OWN,10.0,PERSONAL,7500,5.99,0,0.15,N,2,1,6311,0,0
23,50000,MORTGAGE,3.0,MEDICAL,10000,10.99,0,0.2,N,3,1,6312,0,0
23,48000,RENT,3.0,EDUCATION,6000,11.89,0,0.13,N,3,1,6314,0,0
23,49000,RENT,6.0,DEBTCONSOLIDATION,6000,7.9,0,0.12,N,3,1,6322,0,0
24,49500,RENT,9.0,EDUCATION,6000,16.07,0,0.12,Y,4,0,6329,0,0
25,50000,RENT,5.0,HOMEIMPROVEMENT,6000,12.99,0,0.12,Y,3,0,6340,0,0
21,50000,MORTGAGE,5.0,PERSONAL,7000,10.59,0,0.14,N,3,1,6347,0,0
25,50000,RENT,9.0,HOMEIMPROVEMENT,6000,14.17,0,0.12,N,3,1,6348,0,0
22,50000,RENT,3.0,DEBTCONSOLIDATION,6000,10.25,0,0.12,N,3,1,6350,0,0
26,50000,MORTGAGE,6.0,DEBTCONSOLIDATION,10800,10.99,0,0.22,N,4,1,6354,0,0
22,50508,RENT,5.0,VENTURE,6000,5.42,0,0.12,N,3,1,6361,0,0
24,50000,MORTGAGE,8.0,EDUCATION,3000,7.66,0,0.06,N,2,1,6365,0,0
24,50740,RENT,0.0,MEDICAL,6000,9.63,0,0.12,N,3,1,6366,0,0
24,45000,RENT,0.0,MEDICAL,6000,17.19,1,0.13,N,3,1,6367,1,1
23,52000,RENT,4.0,DEBTCONSOLIDATION,6000,14.22,0,0.12,N,4,1,6373,0,0
22,50000,OWN,3.0,EDUCATION,5000,7.29,0,0.1,N,4,1,6381,0,0
23,50000,MORTGAGE,5.0,DEBTCONSOLIDATION,6000,7.66,0,0.12,N,4,1,6383,0,0
26,48000,RENT,0.0,PERSONAL,6000,16.45,1,0.13,N,4,1,6390,1,1
25,54000,RENT,4.0,HOMEIMPROVEMENT,6000,8.59,0,0.11,N,4,1,6392,0,0
22,50000,MORTGAGE,7.0,VENTURE,8800,11.11,0,0.18,N,4,1,6394,0,0
25,50000,MORTGAGE,9.0,PERSONAL,12000,10.99,0,0.24,N,2,1,6400,0,0
22,55000,RENT,2.0,EDUCATION,6000,8.9,0,0.11,N,3,1,6404,0,0
22,55000,RENT,6.0,EDUCATION,6000,6.62,0,0.11,N,2,1,6407,0,0
22,55000,RENT,7.0,EDUCATION,6000,9.25,0,0.11,N,3,1,6413,0,0
24,50000,MORTGAGE,8.0,MEDICAL,12000,5.42,0,0.24,N,2,1,6415,0,0
21,55000,RENT,3.0,EDUCATION,6000,10.99,0,0.11,N,3,1,6418,0,0
22,50000,MORTGAGE,4.0,PERSONAL,7000,9.25,0,0.14,N,3,1,6420,0,0
23,56000,RENT,6.0,EDUCATION,6000,7.49,0,0.11,N,4,1,6424,0,0
25,50000,MORTGAGE,7.0,PERSONAL,6600,12.61,0,0.13,Y,3,0,6425,0,0
25,56000,RENT,1.0,HOMEIMPROVEMENT,6000,10.74,0,0.11,N,2,1,6427,0,0
25,50000,MORTGAGE,9.0,EDUCATION,5000,5.79,0,0.1,N,2,1,6428,0,0
26,44000,MORTGAGE,3.0,EDUCATION,22500,10.99,1,0.51,N,3,1,6429,1,0
23,50000,RENT,1.0,DEBTCONSOLIDATION,6000,11.48,1,0.12,N,4,1,6431,1,0
24,57000,RENT,0.0,VENTURE,6000,7.9,0,0.11,N,3,1,6432,0,0
25,57000,RENT,5.0,PERSONAL,6000,8.0,0,0.11,N,3,1,6433,0,0
22,58000,RENT,2.0,PERSONAL,6000,6.92,0,0.1,N,4,1,6434,0,0
25,50000,MORTGAGE,3.0,HOMEIMPROVEMENT,4800,13.61,0,0.1,Y,2,0,6463,0,0
23,50000,MORTGAGE,2.0,EDUCATION,8000,13.61,0,0.16,N,2,1,6467,0,0
21,62000,RENT,2.0,EDUCATION,6000,10.25,0,0.1,N,4,1,6478,0,0
22,26124,RENT,2.0,EDUCATION,7125,5.79,0,0.27,N,2,1,6483,0,0
22,28000,RENT,6.0,DEBTCONSOLIDATION,7125,10.99,0,0.25,N,4,1,6484,0,0
23,50000,MORTGAGE,4.0,EDUCATION,20000,10.62,0,0.4,N,4,1,6491,0,0
25,95000,RENT,3.0,DEBTCONSOLIDATION,7100,6.99,0,0.07,N,2,1,6493,0,0
22,30500,RENT,0.0,EDUCATION,7025,6.54,1,0.23,N,4,1,6496,1,1
26,22884,RENT,2.0,MEDICAL,7000,7.51,1,0.31,N,4,1,6515,1,1
25,23460,RENT,5.0,MEDICAL,7000,10.99,0,0.3,N,2,1,6522,0,0
26,24000,RENT,2.0,PERSONAL,7000,12.99,0,0.29,N,3,1,6524,0,0
22,50000,MORTGAGE,5.0,PERSONAL,2000,12.18,0,0.04,N,3,1,6526,0,0
26,50000,MORTGAGE,5.0,EDUCATION,5000,7.4,0,0.1,N,2,1,6529,0,0
22,63000,RENT,6.0,PERSONAL,6000,11.49,0,0.1,N,2,1,6535,0,0
26,63000,RENT,3.0,HOMEIMPROVEMENT,6000,13.23,0,0.1,N,2,1,6536,0,0
23,63402,RENT,3.0,DEBTCONSOLIDATION,6000,13.22,0,0.09,N,4,1,6537,0,0
23,65000,RENT,2.0,EDUCATION,6000,11.99,0,0.09,N,2,1,6541,0,0
26,65000,RENT,7.0,EDUCATION,6000,16.49,0,0.09,Y,2,0,6542,0,0
21,65004,RENT,5.0,PERSONAL,6000,7.68,0,0.09,N,3,1,6552,0,0
25,44000,MORTGAGE,4.0,MEDICAL,5550,14.11,1,0.13,Y,4,0,6556,1,1
23,69000,RENT,7.0,MEDICAL,6000,7.88,0,0.09,N,2,1,6567,0,0
24,69996,RENT,0.0,HOMEIMPROVEMENT,6000,13.06,0,0.09,N,2,1,6573,0,0
23,70000,RENT,4.0,EDUCATION,6000,7.49,0,0.09,N,2,1,6576,0,0
24,50000,MORTGAGE,1.0,PERSONAL,11400,12.53,0,0.23,N,2,1,6583,0,0
22,70000,RENT,0.0,EDUCATION,6000,11.89,0,0.09,N,2,1,6585,0,0
23,65074,RENT,0.0,EDUCATION,6000,14.42,1,0.09,Y,3,0,6592,1,0
25,44000,MORTGAGE,7.0,PERSONAL,7500,10.08,1,0.17,N,2,1,6600,1,0
26,50000,MORTGAGE,10.0,MEDICAL,13000,11.97,0,0.26,Y,3,0,6605,0,0
25,50004,OWN,1.0,VENTURE,10000,7.29,0,0.2,N,3,1,6623,0,0
23,50004,MORTGAGE,7.0,PERSONAL,16000,11.83,0,0.32,N,2,1,6631,0,0
26,50004,OWN,2.0,HOMEIMPROVEMENT,11000,13.87,0,0.22,Y,4,0,6648,0,0
23,84000,RENT,5.0,VENTURE,6000,6.99,0,0.07,N,3,1,6650,0,0
21,50031,MORTGAGE,5.0,PERSONAL,2000,5.99,0,0.04,N,2,1,6651,0,0
23,50052,OWN,8.0,PERSONAL,15000,9.63,0,0.3,N,4,1,6653,0,0
25,85000,RENT,4.0,MEDICAL,6000,10.0,0,0.07,N,3,1,6656,0,0
25,73000,RENT,2.0,DEBTCONSOLIDATION,6000,14.96,1,0.08,N,4,1,6658,1,1
25,50280,MORTGAGE,0.0,HOMEIMPROVEMENT,10000,9.63,0,0.2,N,2,1,6660,0,0
23,50400,MORTGAGE,7.0,EDUCATION,2500,10.99,0,0.05,N,4,1,6675,0,0
23,50400,MORTGAGE,4.0,VENTURE,11200,7.42,0,0.22,N,3,1,6676,0,0
25,50400,MORTGAGE,5.0,HOMEIMPROVEMENT,12000,9.62,0,0.24,N,4,1,6682,0,0
26,95000,RENT,0.0,MEDICAL,6000,10.99,0,0.06,N,2,1,6684,0,0
26,50400,OWN,0.0,VENTURE,6725,10.62,0,0.13,N,4,1,6687,0,0
24,96500,RENT,0.0,DEBTCONSOLIDATION,6000,7.66,0,0.06,N,2,1,6689,0,0
24,50496,MORTGAGE,3.0,PERSONAL,3000,11.99,0,0.06,N,3,1,6693,0,0
22,50500,OWN,6.0,VENTURE,6000,11.83,0,0.12,N,2,1,6699,0,0
25,50600,OWN,3.0,PERSONAL,3000,7.51,0,0.06,N,2,1,6705,0,0
24,120000,RENT,0.0,PERSONAL,6000,10.99,0,0.05,N,3,1,6708,0,0
23,42000,RENT,7.0,EDUCATION,6025,9.63,0,0.14,N,4,1,6715,0,0
22,51000,OWN,0.0,VENTURE,16000,7.9,0,0.31,N,3,1,6720,0,0
23,51000,OWN,7.0,PERSONAL,6000,5.42,0,0.12,N,4,1,6730,0,0
21,51000,MORTGAGE,5.0,EDUCATION,13000,10.99,0,0.25,N,3,1,6735,0,0
26,39996,RENT,2.0,DEBTCONSOLIDATION,6200,13.79,0,0.16,N,2,1,6736,0,0
22,45000,RENT,7.0,EDUCATION,6200,13.79,0,0.14,N,3,1,6739,0,0
22,46000,RENT,1.0,DEBTCONSOLIDATION,6200,10.99,1,0.13,N,4,1,6747,1,0
23,56000,RENT,4.0,PERSONAL,6200,8.49,0,0.11,N,2,1,6748,0,0
25,51000,MORTGAGE,0.0,PERSONAL,4200,7.29,0,0.08,N,2,1,6750,0,0
23,45000,MORTGAGE,6.0,MEDICAL,5000,10.74,1,0.11,N,2,1,6752,1,0
26,69000,RENT,7.0,EDUCATION,6200,7.88,0,0.09,N,3,1,6756,0,0
22,51000,MORTGAGE,6.0,MEDICAL,6000,5.79,0,0.12,N,2,1,6757,0,0
26,51000,MORTGAGE,2.0,DEBTCONSOLIDATION,12000,6.17,0,0.24,N,4,1,6758,0,0
22,72000,RENT,4.0,PERSONAL,6200,5.99,0,0.09,N,2,1,6759,0,0
23,19250,RENT,1.0,HOMEIMPROVEMENT,6250,16.82,1,0.32,Y,4,0,6769,1,1
23,24000,RENT,0.0,EDUCATION,6250,12.53,0,0.26,N,3,1,6778,0,0
22,56000,RENT,0.0,DEBTCONSOLIDATION,7000,11.36,0,0.13,N,2,1,6788,0,0
25,50000,RENT,2.0,MEDICAL,7000,15.57,1,0.14,N,3,1,6793,1,1
23,60000,RENT,4.0,DEBTCONSOLIDATION,7000,6.03,0,0.12,N,3,1,6802,0,0
24,51072,MORTGAGE,8.0,EDUCATION,13000,10.95,0,0.25,N,2,1,6803,0,0
25,54000,RENT,1.0,DEBTCONSOLIDATION,7000,20.89,1,0.13,N,3,1,6804,1,1
25,60000,RENT,3.0,VENTURE,7000,15.62,0,0.12,N,4,1,6807,0,0
25,60000,RENT,3.0,HOMEIMPROVEMENT,7000,6.92,0,0.12,N,2,1,6808,0,0
23,60000,RENT,4.0,DEBTCONSOLIDATION,7000,5.79,0,0.12,N,3,1,6809,0,0
26,60000,RENT,3.0,MEDICAL,7000,6.91,0,0.12,N,2,1,6810,0,0
22,54000,RENT,2.0,PERSONAL,7000,14.96,1,0.13,N,3,1,6821,1,1
26,51500,MORTGAGE,7.0,VENTURE,11000,10.99,0,0.21,N,3,1,6832,0,0
22,51500,MORTGAGE,6.0,EDUCATION,7500,9.88,0,0.15,N,3,1,6835,0,0
26,63000,RENT,4.0,VENTURE,7000,14.84,0,0.11,N,2,1,6839,0,0
22,65000,RENT,7.0,EDUCATION,7000,15.99,0,0.11,N,3,1,6847,0,0
25,51600,OWN,2.0,VENTURE,6000,10.99,0,0.12,N,4,1,6848,0,0
26,51600,OWN,10.0,HOMEIMPROVEMENT,15000,9.88,0,0.29,N,3,1,6850,0,0
24,51600,OWN,8.0,VENTURE,20000,12.87,0,0.39,N,4,1,6851,0,0
23,51996,MORTGAGE,3.0,PERSONAL,5000,6.92,0,0.1,N,3,1,6872,0,0
25,51996,MORTGAGE,6.0,VENTURE,7000,10.99,0,0.13,N,3,1,6882,0,0
25,70356,RENT,8.0,HOMEIMPROVEMENT,7000,7.29,0,0.1,N,4,1,6885,0,0
22,51996,MORTGAGE,6.0,EDUCATION,9600,7.14,0,0.18,N,4,1,6887,0,0
23,72000,RENT,0.0,MEDICAL,7000,7.9,0,0.1,N,2,1,6888,0,0
26,72000,RENT,8.0,PERSONAL,7000,9.32,0,0.1,N,2,1,6890,0,0
21,45996,MORTGAGE,2.0,EDUCATION,17000,13.16,1,0.37,Y,4,0,6892,1,0
26,75000,RENT,0.0,DEBTCONSOLIDATION,7000,8.9,0,0.09,N,4,1,6896,0,0
23,75800,RENT,0.0,PERSONAL,7000,6.54,0,0.09,N,2,1,6902,0,0
22,52000,MORTGAGE,5.0,EDUCATION,6000,7.9,0,0.12,N,4,1,6904,0,0
26,80400,RENT,6.0,VENTURE,7000,10.65,0,0.09,N,2,1,6912,0,0
24,82000,RENT,8.0,EDUCATION,7000,10.0,0,0.09,N,4,1,6915,0,0
25,52000,MORTGAGE,8.0,HOMEIMPROVEMENT,14500,10.65,0,0.28,N,4,1,6916,0,0
23,52000,MORTGAGE,7.0,EDUCATION,8400,8.9,0,0.16,N,2,1,6920,0,0
21,52000,OWN,1.0,EDUCATION,13200,12.42,0,0.25,N,2,1,6921,0,0
26,52000,OWN,10.0,PERSONAL,10000,8.9,0,0.19,N,3,1,6923,0,0
23,83236,RENT,6.0,EDUCATION,7000,6.92,0,0.08,N,2,1,6925,0,0
21,52000,MORTGAGE,5.0,DEBTCONSOLIDATION,5000,7.9,0,0.1,N,3,1,6926,0,0
25,66300,RENT,3.0,MEDICAL,7000,9.25,1,0.09,N,3,1,6927,1,0
22,28500,RENT,2.0,HOMEIMPROVEMENT,6250,14.84,1,0.22,N,4,1,6935,1,1
24,29000,RENT,0.0,DEBTCONSOLIDATION,6250,10.99,0,0.22,N,2,1,6936,0,1
26,46000,MORTGAGE,8.0,HOMEIMPROVEMENT,7000,9.99,1,0.15,N,3,1,6939,1,0
26,52000,OWN,10.0,VENTURE,8000,8.49,0,0.15,N,3,1,6942,0,0
23,54000,RENT,3.0,DEBTCONSOLIDATION,6250,6.99,0,0.12,N,3,1,6943,0,0
22,90000,RENT,2.0,PERSONAL,7000,8.88,0,0.08,N,3,1,6946,0,0
22,52000,MORTGAGE,0.0,EDUCATION,20000,13.99,0,0.38,Y,3,0,6948,0,0
26,97000,RENT,2.0,DEBTCONSOLIDATION,7000,7.91,0,0.07,N,4,1,6954,0,0
24,52000,MORTGAGE,6.0,VENTURE,9000,5.79,0,0.17,N,2,1,6957,0,0
25,52000,MORTGAGE,9.0,DEBTCONSOLIDATION,8500,10.74,0,0.16,N,3,1,6965,0,0
26,52000,MORTGAGE,7.0,VENTURE,6500,10.74,0,0.13,N,2,1,6969,0,0
22,28000,RENT,0.0,EDUCATION,6975,12.29,0,0.25,N,4,1,6974,0,0
26,52000,MORTGAGE,10.0,HOMEIMPROVEMENT,10750,9.62,0,0.21,N,2,1,6975,0,0
24,25000,RENT,0.0,MEDICAL,6950,14.42,1,0.28,Y,3,0,6976,1,1
24,52000,OWN,4.0,DEBTCONSOLIDATION,7000,14.09,0,0.13,Y,4,0,6978,0,0
21,42504,RENT,0.0,EDUCATION,6300,6.99,0,0.15,N,3,1,6981,0,0
24,46000,MORTGAGE,9.0,EDUCATION,12000,7.88,1,0.26,N,4,1,6985,1,0
25,54503,RENT,9.0,EDUCATION,6300,7.51,0,0.12,N,2,1,6988,0,0
23,74415,RENT,1.0,PERSONAL,6350,12.92,1,0.09,Y,3,0,6994,1,0
22,52000,MORTGAGE,2.0,MEDICAL,18000,9.88,0,0.35,N,4,1,7003,0,0
24,30000,RENT,0.0,VENTURE,6500,10.99,0,0.22,N,3,1,7024,0,0
22,31000,RENT,2.0,EDUCATION,6500,8.32,0,0.21,N,3,1,7027,0,0
23,32000,RENT,0.0,EDUCATION,6500,7.88,0,0.2,N,4,1,7029,0,0
24,46000,MORTGAGE,2.0,PERSONAL,15250,12.53,1,0.33,N,2,1,7033,1,0
25,52000,MORTGAGE,3.0,MEDICAL,6000,9.32,0,0.12,N,2,1,7040,0,0
22,42000,RENT,2.0,EDUCATION,6500,5.99,0,0.15,N,2,1,7055,0,0
21,45000,RENT,3.0,VENTURE,6500,10.74,0,0.14,N,2,1,7062,0,0
26,45600,RENT,2.0,MEDICAL,6500,10.99,0,0.14,N,4,1,7063,0,0
22,46320,MORTGAGE,6.0,DEBTCONSOLIDATION,15000,12.86,1,0.32,Y,4,0,7064,1,0
22,53000,RENT,2.0,EDUCATION,6500,10.65,0,0.12,N,4,1,7070,0,0
25,75000,RENT,2.0,EDUCATION,6500,13.57,0,0.09,Y,2,0,7090,0,0
25,84000,RENT,4.0,EDUCATION,6500,11.89,0,0.08,N,4,1,7094,0,0
25,85296,RENT,7.0,DEBTCONSOLIDATION,6500,12.98,0,0.08,Y,4,0,7096,0,0
24,91700,RENT,1.0,EDUCATION,6500,9.88,0,0.07,N,3,1,7100,0,0
22,52800,MORTGAGE,6.0,PERSONAL,7000,6.76,0,0.13,N,2,1,7104,0,0
23,21888,RENT,8.0,EDUCATION,6600,11.11,0,0.3,N,2,1,7112,0,0
26,35000,RENT,0.0,MEDICAL,6600,8.59,0,0.19,N,4,1,7117,0,0
26,41000,RENT,3.0,DEBTCONSOLIDATION,6600,13.85,0,0.16,Y,4,0,7122,0,0
23,48000,RENT,3.0,EDUCATION,6600,11.11,0,0.14,N,2,1,7126,0,0
23,52000,RENT,8.0,DEBTCONSOLIDATION,6600,7.49,0,0.13,N,3,1,7128,0,0
24,52000,RENT,3.0,HOMEIMPROVEMENT,6600,10.99,0,0.13,N,3,1,7132,0,0
21,53000,OWN,5.0,MEDICAL,3000,7.51,0,0.06,N,4,1,7133,0,0
26,53000,MORTGAGE,10.0,MEDICAL,11500,14.65,0,0.22,N,4,1,7134,0,1
22,53000,MORTGAGE,0.0,DEBTCONSOLIDATION,5025,7.49,0,0.09,N,3,1,7142,0,0
23,70000,RENT,3.0,VENTURE,6600,12.84,0,0.09,Y,3,0,7143,0,0
26,53000,OWN,3.0,VENTURE,6000,9.99,0,0.11,N,2,1,7144,0,0
22,53000,MORTGAGE,6.0,VENTURE,7350,14.79,0,0.14,Y,4,0,7149,0,0
24,53000,MORTGAGE,8.0,VENTURE,6850,6.92,0,0.13,N,2,1,7155,0,0
24,56000,RENT,2.0,VENTURE,6650,12.69,0,0.12,N,2,1,7161,0,0
22,27600,RENT,0.0,VENTURE,6700,15.31,1,0.24,N,3,1,7168,1,1
26,53000,MORTGAGE,9.0,DEBTCONSOLIDATION,8000,7.88,0,0.15,N,2,1,7173,0,0
23,47000,MORTGAGE,7.0,MEDICAL,16000,14.35,1,0.34,Y,3,0,7175,1,1
26,41000,RENT,4.0,EDUCATION,6750,5.99,0,0.16,N,3,1,7180,0,0
